Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:45:09.428000,LEC,16,0 days 00:01:24.056000,30.0,2.0,,,0 days 00:00:29.645000,0 days 00:00:30.960000,0 days 00:00:23.451000,0 days 01:44:15.049000,0 days 01:44:46.009000,0 days 01:45:09.460000,259.0,238.0,250.0,,False,MEDIUM,9.0,True,Ferrari,0 days 01:43:45.372000,2022-07-31 13:44:45.750,1,2.0,False,,False,True
0 days 01:46:32.431000,LEC,16,0 days 00:01:23.003000,31.0,2.0,,,0 days 00:00:29.430000,0 days 00:00:30.067000,0 days 00:00:23.506000,0 days 01:45:38.890000,0 days 01:46:08.957000,0 days 01:46:32.463000,271.0,236.0,241.0,298.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:45:09.428000,2022-07-31 13:46:09.806,1,1.0,False,,False,True
0 days 01:47:56.709000,LEC,16,0 days 00:01:24.278000,32.0,2.0,,,0 days 00:00:29.806000,0 days 00:00:30.854000,0 days 00:00:23.618000,0 days 01:47:02.269000,0 days 01:47:33.123000,0 days 01:47:56.741000,272.0,238.0,242.0,280.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:46:32.431000,2022-07-31 13:47:32.809,1,1.0,False,,False,True
0 days 01:49:20.074000,LEC,16,0 days 00:01:23.365000,33.0,2.0,,,0 days 00:00:29.843000,0 days 00:00:30.045000,0 days 00:00:23.477000,0 days 01:48:26.584000,0 days 01:48:56.629000,0 days 01:49:20.106000,277.0,236.0,245.0,,False,MEDIUM,12.0,True,Ferrari,0 days 01:47:56.709000,2022-07-31 13:48:57.087,1,1.0,False,,False,True
0 days 01:50:43.462000,LEC,16,0 days 00:01:23.388000,34.0,2.0,,,0 days 00:00:29.846000,0 days 00:00:30.173000,0 days 00:00:23.369000,0 days 01:49:49.952000,0 days 01:50:20.125000,0 days 01:50:43.494000,276.0,239.0,244.0,283.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:49:20.074000,2022-07-31 13:50:20.452,1,1.0,False,,False,True
0 days 01:52:06.960000,LEC,16,0 days 00:01:23.498000,35.0,2.0,,,0 days 00:00:29.772000,0 days 00:00:30.214000,0 days 00:00:23.512000,0 days 01:51:13.266000,0 days 01:51:43.480000,0 days 01:52:06.992000,275.0,235.0,244.0,281.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:50:43.462000,2022-07-31 13:51:43.840,12,1.0,False,,False,True
0 days 01:53:30.104000,LEC,16,0 days 00:01:23.144000,36.0,2.0,,,0 days 00:00:29.753000,0 days 00:00:29.987000,0 days 00:00:23.404000,0 days 01:52:36.745000,0 days 01:53:06.732000,0 days 01:53:30.136000,,236.0,244.0,284.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:52:06.960000,2022-07-31 13:53:07.338,1,1.0,False,,False,True
0 days 01:54:53.557000,LEC,16,0 days 00:01:23.453000,37.0,2.0,,,0 days 00:00:29.704000,0 days 00:00:30.312000,0 days 00:00:23.437000,0 days 01:53:59.840000,0 days 01:54:30.152000,0 days 01:54:53.589000,276.0,236.0,243.0,282.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:53:30.104000,2022-07-31 13:54:30.482,1,1.0,False,,False,True
0 days 01:56:17.362000,LEC,16,0 days 00:01:23.805000,38.0,2.0,,,0 days 00:00:30.057000,0 days 00:00:30.293000,0 days 00:00:23.455000,0 days 01:55:23.646000,0 days 01:55:53.939000,0 days 01:56:17.394000,,236.0,241.0,281.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:54:53.557000,2022-07-31 13:55:53.935,1,1.0,False,,False,True
0 days 01:57:43.686000,LEC,16,0 days 00:01:26.324000,39.0,2.0,,0 days 01:57:41.965000,0 days 00:00:29.995000,0 days 00:00:30.356000,0 days 00:00:25.973000,0 days 01:56:47.389000,0 days 01:57:17.745000,0 days 01:57:43.718000,277.0,238.0,,279.0,False,MEDIUM,18.0,True,Ferrari,0 days 01:56:17.362000,2022-07-31 13:57:17.740,1,1.0,False,,False,False
0 days 01:59:29.011000,LEC,16,0 days 00:01:45.325000,40.0,3.0,0 days 01:58:03.943000,,0 days 00:00:49.892000,0 days 00:00:31.517000,0 days 00:00:23.916000,0 days 01:58:33.610000,0 days 01:59:05.127000,0 days 01:59:29.043000,266.0,230.0,244.0,,False,HARD,1.0,True,Ferrari,0 days 01:57:43.686000,2022-07-31 13:58:44.064,1,3.0,False,,False,False
0 days 02:00:54.766000,LEC,16,0 days 00:01:25.755000,41.0,3.0,,,0 days 00:00:31.035000,0 days 00:00:30.412000,0 days 00:00:24.308000,0 days 02:00:00.078000,0 days 02:00:30.490000,0 days 02:00:54.798000,275.0,232.0,241.0,277.0,False,HARD,2.0,True,Ferrari,0 days 01:59:29.011000,2022-07-31 14:00:29.389,12,3.0,False,,False,True
0 days 02:02:18.228000,LEC,16,0 days 00:01:23.462000,42.0,3.0,,,0 days 00:00:30.107000,0 days 00:00:30.118000,0 days 00:00:23.237000,0 days 02:01:24.905000,0 days 02:01:55.023000,0 days 02:02:18.260000,273.0,238.0,242.0,,False,HARD,3.0,True,Ferrari,0 days 02:00:54.766000,2022-07-31 14:01:55.144,1,3.0,False,,False,True
0 days 02:03:40.684000,LEC,16,0 days 00:01:22.456000,43.0,3.0,,,0 days 00:00:29.764000,0 days 00:00:29.543000,0 days 00:00:23.149000,0 days 02:02:48.024000,0 days 02:03:17.567000,0 days 02:03:40.716000,275.0,238.0,244.0,,True,HARD,4.0,True,Ferrari,0 days 02:02:18.228000,2022-07-31 14:03:18.606,1,3.0,False,,False,True
0 days 02:05:03.523000,LEC,16,0 days 00:01:22.839000,44.0,3.0,,,0 days 00:00:29.741000,0 days 00:00:29.699000,0 days 00:00:23.399000,0 days 02:04:10.457000,0 days 02:04:40.156000,0 days 02:05:03.555000,273.0,239.0,245.0,280.0,False,HARD,5.0,True,Ferrari,0 days 02:03:40.684000,2022-07-31 14:04:41.062,1,3.0,False,,False,True
0 days 02:06:27.823000,LEC,16,0 days 00:01:24.300000,45.0,3.0,,,0 days 00:00:30.376000,0 days 00:00:30.359000,0 days 00:00:23.565000,0 days 02:05:33.931000,0 days 02:06:04.290000,0 days 02:06:27.855000,276.0,238.0,243.0,281.0,False,HARD,6.0,True,Ferrari,0 days 02:05:03.523000,2022-07-31 14:06:03.901,1,4.0,False,,False,True
0 days 02:07:51.158000,LEC,16,0 days 00:01:23.335000,46.0,3.0,,,0 days 00:00:29.859000,0 days 00:00:30.162000,0 days 00:00:23.314000,0 days 02:06:57.714000,0 days 02:07:27.876000,0 days 02:07:51.190000,,238.0,245.0,,False,HARD,7.0,True,Ferrari,0 days 02:06:27.823000,2022-07-31 14:07:28.201,1,4.0,False,,False,True
0 days 02:09:14.316000,LEC,16,0 days 00:01:23.158000,47.0,3.0,,,0 days 00:00:29.663000,0 days 00:00:29.989000,0 days 00:00:23.506000,0 days 02:08:20.853000,0 days 02:08:50.842000,0 days 02:09:14.348000,278.0,237.0,243.0,,False,HARD,8.0,True,Ferrari,0 days 02:07:51.158000,2022-07-31 14:08:51.536,1,4.0,False,,False,True
0 days 02:10:37.479000,LEC,16,0 days 00:01:23.163000,48.0,3.0,,,0 days 00:00:29.739000,0 days 00:00:30.023000,0 days 00:00:23.401000,0 days 02:09:44.087000,0 days 02:10:14.110000,0 days 02:10:37.511000,276.0,236.0,244.0,280.0,False,HARD,9.0,True,Ferrari,0 days 02:09:14.316000,2022-07-31 14:10:14.694,12,3.0,False,,False,True
0 days 02:12:00.988000,LEC,16,0 days 00:01:23.509000,49.0,3.0,,,0 days 00:00:29.694000,0 days 00:00:30.273000,0 days 00:00:23.542000,0 days 02:11:07.205000,0 days 02:11:37.478000,0 days 02:12:01.020000,,235.0,246.0,282.0,False,HARD,10.0,True,Ferrari,0 days 02:10:37.479000,2022-07-31 14:11:37.857,1,3.0,False,,False,True
0 days 02:13:25.322000,LEC,16,0 days 00:01:24.334000,50.0,3.0,,,0 days 00:00:29.814000,0 days 00:00:30.644000,0 days 00:00:23.876000,0 days 02:12:30.834000,0 days 02:13:01.478000,0 days 02:13:25.354000,277.0,234.0,247.0,283.0,False,HARD,11.0,True,Ferrari,0 days 02:12:00.988000,2022-07-31 14:13:01.366,1,3.0,False,,False,True
0 days 02:14:49.474000,LEC,16,0 days 00:01:24.152000,51.0,3.0,,,0 days 00:00:30.139000,0 days 00:00:30.515000,0 days 00:00:23.498000,0 days 02:13:55.493000,0 days 02:14:26.008000,0 days 02:14:49.506000,280.0,236.0,245.0,286.0,False,HARD,12.0,True,Ferrari,0 days 02:13:25.322000,2022-07-31 14:14:25.700,1,3.0,False,,False,True
0 days 02:16:13.018000,LEC,16,0 days 00:01:23.544000,52.0,3.0,,,0 days 00:00:29.942000,0 days 00:00:30.134000,0 days 00:00:23.468000,0 days 02:15:19.448000,0 days 02:15:49.582000,0 days 02:16:13.050000,276.0,237.0,243.0,284.0,False,HARD,13.0,True,Ferrari,0 days 02:14:49.474000,2022-07-31 14:15:49.852,1,2.0,False,,False,True
0 days 02:17:37.172000,LEC,16,0 days 00:01:24.154000,53.0,3.0,,,0 days 00:00:30.069000,0 days 00:00:30.252000,0 days 00:00:23.833000,0 days 02:16:43.119000,0 days 02:17:13.371000,0 days 02:17:37.204000,,237.0,247.0,283.0,False,HARD,14.0,True,Ferrari,0 days 02:16:13.018000,2022-07-31 14:17:13.396,1,2.0,False,,False,True
0 days 02:19:04.750000,LEC,16,0 days 00:01:27.578000,54.0,3.0,,0 days 02:19:03.011000,0 days 00:00:30.416000,0 days 00:00:30.894000,0 days 00:00:26.268000,0 days 02:18:07.620000,0 days 02:18:38.514000,0 days 02:19:04.782000,278.0,236.0,,,False,HARD,15.0,True,Ferrari,0 days 02:17:37.172000,2022-07-31 14:18:37.550,1,4.0,False,,False,False
0 days 02:20:48.205000,LEC,16,0 days 00:01:43.455000,55.0,4.0,0 days 02:19:24.574000,,0 days 00:00:48.949000,0 days 00:00:30.774000,0 days 00:00:23.732000,0 days 02:19:53.731000,0 days 02:20:24.505000,0 days 02:20:48.237000,271.0,236.0,243.0,,False,SOFT,4.0,False,Ferrari,0 days 02:19:04.750000,2022-07-31 14:20:05.128,1,6.0,False,,False,False
0 days 02:22:10.892000,LEC,16,0 days 00:01:22.687000,56.0,4.0,,,0 days 00:00:29.669000,0 days 00:00:29.961000,0 days 00:00:23.057000,0 days 02:21:17.906000,0 days 02:21:47.867000,0 days 02:22:10.924000,275.0,239.0,245.0,279.0,False,SOFT,5.0,False,Ferrari,0 days 02:20:48.205000,2022-07-31 14:21:48.583,1,6.0,False,,False,True
0 days 02:23:32.514000,LEC,16,0 days 00:01:21.622000,57.0,4.0,,,0 days 00:00:29.353000,0 days 00:00:29.275000,0 days 00:00:22.994000,0 days 02:22:40.277000,0 days 02:23:09.552000,0 days 02:23:32.546000,276.0,242.0,244.0,280.0,True,SOFT,6.0,False,Ferrari,0 days 02:22:10.892000,2022-07-31 14:23:11.270,1,6.0,False,,False,True
0 days 02:24:54.502000,LEC,16,0 days 00:01:21.988000,58.0,4.0,,,0 days 00:00:29.437000,0 days 00:00:29.642000,0 days 00:00:22.909000,0 days 02:24:01.983000,0 days 02:24:31.625000,0 days 02:24:54.534000,279.0,242.0,246.0,282.0,False,SOFT,7.0,False,Ferrari,0 days 02:23:32.514000,2022-07-31 14:24:32.892,1,6.0,False,,False,True
0 days 02:26:16.264000,LEC,16,0 days 00:01:21.762000,59.0,4.0,,,0 days 00:00:29.406000,0 days 00:00:29.435000,0 days 00:00:22.921000,0 days 02:25:23.940000,0 days 02:25:53.375000,0 days 02:26:16.296000,276.0,243.0,245.0,280.0,False,SOFT,8.0,False,Ferrari,0 days 02:24:54.502000,2022-07-31 14:25:54.880,1,6.0,False,,False,True
0 days 02:27:38.154000,LEC,16,0 days 00:01:21.890000,60.0,4.0,,,0 days 00:00:29.487000,0 days 00:00:29.311000,0 days 00:00:23.092000,0 days 02:26:45.783000,0 days 02:27:15.094000,0 days 02:27:38.186000,275.0,240.0,245.0,,False,SOFT,9.0,False,Ferrari,0 days 02:26:16.264000,2022-07-31 14:27:16.642,1,6.0,False,,False,True
0 days 02:29:00.244000,LEC,16,0 days 00:01:22.090000,61.0,4.0,,,0 days 00:00:29.443000,0 days 00:00:29.435000,0 days 00:00:23.212000,0 days 02:28:07.629000,0 days 02:28:37.064000,0 days 02:29:00.276000,278.0,243.0,246.0,281.0,False,SOFT,10.0,False,Ferrari,0 days 02:27:38.154000,2022-07-31 14:28:38.532,1,6.0,False,,False,True
0 days 02:30:22.141000,LEC,16,0 days 00:01:21.897000,62.0,4.0,,,0 days 00:00:29.336000,0 days 00:00:29.393000,0 days 00:00:23.168000,0 days 02:29:29.612000,0 days 02:29:59.005000,0 days 02:30:22.173000,276.0,242.0,246.0,283.0,False,SOFT,11.0,False,Ferrari,0 days 02:29:00.244000,2022-07-31 14:30:00.622,1,6.0,False,,False,True
0 days 02:31:44.533000,LEC,16,0 days 00:01:22.392000,63.0,4.0,,,0 days 00:00:29.489000,0 days 00:00:29.644000,0 days 00:00:23.259000,0 days 02:30:51.662000,0 days 02:31:21.306000,0 days 02:31:44.565000,278.0,240.0,246.0,286.0,False,SOFT,12.0,False,Ferrari,0 days 02:30:22.141000,2022-07-31 14:31:22.519,1,6.0,False,,False,True
0 days 02:33:06.514000,LEC,16,0 days 00:01:21.981000,64.0,4.0,,,0 days 00:00:29.423000,0 days 00:00:29.408000,0 days 00:00:23.150000,0 days 02:32:13.988000,0 days 02:32:43.396000,0 days 02:33:06.546000,275.0,240.0,246.0,282.0,False,SOFT,13.0,False,Ferrari,0 days 02:31:44.533000,2022-07-31 14:32:44.911,1,6.0,False,,False,True
0 days 02:34:28.839000,LEC,16,0 days 00:01:22.325000,65.0,4.0,,,0 days 00:00:29.409000,0 days 00:00:29.639000,0 days 00:00:23.277000,0 days 02:33:35.955000,0 days 02:34:05.594000,0 days 02:34:28.871000,276.0,242.0,253.0,283.0,False,SOFT,14.0,False,Ferrari,0 days 02:33:06.514000,2022-07-31 14:34:06.892,1,6.0,False,,False,True
0 days 02:35:51.069000,LEC,16,0 days 00:01:22.230000,66.0,4.0,,,0 days 00:00:29.288000,0 days 00:00:29.655000,0 days 00:00:23.287000,0 days 02:34:58.159000,0 days 02:35:27.814000,0 days 02:35:51.101000,275.0,241.0,245.0,299.0,False,SOFT,15.0,False,Ferrari,0 days 02:34:28.839000,2022-07-31 14:35:29.217,1,6.0,False,,False,True
0 days 02:37:13.905000,LEC,16,0 days 00:01:22.836000,67.0,4.0,,,0 days 00:00:29.493000,0 days 00:00:29.897000,0 days 00:00:23.446000,0 days 02:36:20.594000,0 days 02:36:50.491000,0 days 02:37:13.937000,279.0,240.0,243.0,284.0,False,SOFT,16.0,False,Ferrari,0 days 02:35:51.069000,2022-07-31 14:36:51.447,12,6.0,False,,False,True
0 days 02:38:59.394000,LEC,16,0 days 00:01:45.489000,68.0,4.0,,,0 days 00:00:34.191000,0 days 00:00:41.611000,0 days 00:00:29.687000,0 days 02:37:48.128000,0 days 02:38:29.739000,0 days 02:38:59.426000,131.0,116.0,166.0,280.0,False,SOFT,17.0,False,Ferrari,0 days 02:37:13.905000,2022-07-31 14:38:14.283,26,6.0,False,,False,False
0 days 02:40:33.709000,LEC,16,0 days 00:01:34.315000,69.0,4.0,,,0 days 00:00:39.576000,0 days 00:00:31.230000,0 days 00:00:23.509000,0 days 02:39:39.002000,0 days 02:40:10.232000,0 days 02:40:33.741000,265.0,235.0,247.0,209.0,False,SOFT,18.0,False,Ferrari,0 days 02:38:59.394000,2022-07-31 14:39:59.772,671,6.0,False,,False,False
0 days 02:41:58.013000,LEC,16,0 days 00:01:24.304000,70.0,4.0,,,0 days 00:00:30.111000,0 days 00:00:30.525000,0 days 00:00:23.668000,0 days 02:41:03.852000,0 days 02:41:34.377000,0 days 02:41:58.045000,280.0,240.0,247.0,285.0,False,SOFT,19.0,False,Ferrari,0 days 02:40:33.709000,2022-07-31 14:41:34.087,1,6.0,False,,False,True
0 days 01:03:50.954000,STR,18,,1.0,1.0,,,,0 days 00:00:33.700000,0 days 00:00:32.382000,,0 days 01:03:18.700000,0 days 01:03:51.034000,256.0,225.0,79.0,259.0,False,SOFT,4.0,False,Aston Martin,0 days 01:02:05.807000,2022-07-31 13:03:06.185,126,14.0,False,,False,False
0 days 01:05:43.715000,STR,18,0 days 00:01:52.761000,2.0,1.0,,,0 days 00:00:47.545000,0 days 00:00:34.359000,0 days 00:00:30.857000,0 days 01:04:38.511000,0 days 01:05:12.870000,0 days 01:05:43.727000,213.0,216.0,193.0,109.0,True,SOFT,5.0,False,Aston Martin,0 days 01:03:50.954000,2022-07-31 13:04:51.332,67,15.0,False,,False,False
0 days 01:07:11.211000,STR,18,0 days 00:01:27.496000,3.0,1.0,,,0 days 00:00:32.270000,0 days 00:00:31.267000,0 days 00:00:23.959000,0 days 01:06:15.997000,0 days 01:06:47.264000,0 days 01:07:11.223000,275.0,228.0,245.0,244.0,True,SOFT,6.0,False,Aston Martin,0 days 01:05:43.715000,2022-07-31 13:06:44.093,71,14.0,False,,False,False
0 days 01:08:36.389000,STR,18,0 days 00:01:25.178000,4.0,1.0,,,0 days 00:00:30.189000,0 days 00:00:30.999000,0 days 00:00:23.990000,0 days 01:07:41.412000,0 days 01:08:12.411000,0 days 01:08:36.401000,277.0,230.0,245.0,297.0,True,SOFT,7.0,False,Aston Martin,0 days 01:07:11.211000,2022-07-31 13:08:11.589,1,14.0,False,,False,True
0 days 01:10:01.538000,STR,18,0 days 00:01:25.149000,5.0,1.0,,,0 days 00:00:30.182000,0 days 00:00:31.107000,0 days 00:00:23.860000,0 days 01:09:06.583000,0 days 01:09:37.690000,0 days 01:10:01.550000,,228.0,247.0,296.0,True,SOFT,8.0,False,Aston Martin,0 days 01:08:36.389000,2022-07-31 13:09:36.767,1,14.0,False,,False,True
0 days 01:11:27.302000,STR,18,0 days 00:01:25.764000,6.0,1.0,,,0 days 00:00:29.990000,0 days 00:00:31.458000,0 days 00:00:24.316000,0 days 01:10:31.540000,0 days 01:11:02.998000,0 days 01:11:27.314000,280.0,227.0,246.0,,False,SOFT,9.0,False,Aston Martin,0 days 01:10:01.538000,2022-07-31 13:11:01.916,1,14.0,False,,False,True
0 days 01:12:52.720000,STR,18,0 days 00:01:25.418000,7.0,1.0,,,0 days 00:00:30.188000,0 days 00:00:31.216000,0 days 00:00:24.014000,0 days 01:11:57.502000,0 days 01:12:28.718000,0 days 01:12:52.732000,278.0,229.0,246.0,297.0,False,SOFT,10.0,False,Aston Martin,0 days 01:11:27.302000,2022-07-31 13:12:27.680,1,13.0,False,,False,True
0 days 01:14:18.855000,STR,18,0 days 00:01:26.135000,8.0,1.0,,,0 days 00:00:30.202000,0 days 00:00:31.669000,0 days 00:00:24.264000,0 days 01:13:22.934000,0 days 01:13:54.603000,0 days 01:14:18.867000,,222.0,245.0,296.0,False,SOFT,11.0,False,Aston Martin,0 days 01:12:52.720000,2022-07-31 13:13:53.098,1,13.0,False,,False,True
0 days 01:15:44.431000,STR,18,0 days 00:01:25.576000,9.0,1.0,,,0 days 00:00:30.185000,0 days 00:00:31.280000,0 days 00:00:24.111000,0 days 01:14:49.052000,0 days 01:15:20.332000,0 days 01:15:44.443000,276.0,228.0,243.0,,False,SOFT,12.0,False,Aston Martin,0 days 01:14:18.855000,2022-07-31 13:15:19.233,1,13.0,False,,False,True
0 days 01:17:10.486000,STR,18,0 days 00:01:26.055000,10.0,1.0,,,0 days 00:00:30.301000,0 days 00:00:31.662000,0 days 00:00:24.092000,0 days 01:16:14.744000,0 days 01:16:46.406000,0 days 01:17:10.498000,277.0,229.0,244.0,293.0,False,SOFT,13.0,False,Aston Martin,0 days 01:15:44.431000,2022-07-31 13:16:44.809,1,13.0,False,,False,True
0 days 01:18:36.376000,STR,18,0 days 00:01:25.890000,11.0,1.0,,,0 days 00:00:30.178000,0 days 00:00:31.424000,0 days 00:00:24.288000,0 days 01:17:40.676000,0 days 01:18:12.100000,0 days 01:18:36.388000,278.0,228.0,244.0,295.0,False,SOFT,14.0,False,Aston Martin,0 days 01:17:10.486000,2022-07-31 13:18:10.864,1,13.0,False,,False,True
0 days 01:20:02.698000,STR,18,0 days 00:01:26.322000,12.0,1.0,,,0 days 00:00:30.320000,0 days 00:00:31.793000,0 days 00:00:24.209000,0 days 01:19:06.708000,0 days 01:19:38.501000,0 days 01:20:02.710000,276.0,230.0,245.0,,False,SOFT,15.0,False,Aston Martin,0 days 01:18:36.376000,2022-07-31 13:19:36.754,1,13.0,False,,False,True
0 days 01:21:29.292000,STR,18,0 days 00:01:26.594000,13.0,1.0,,,0 days 00:00:30.308000,0 days 00:00:31.626000,0 days 00:00:24.660000,0 days 01:20:33.018000,0 days 01:21:04.644000,0 days 01:21:29.304000,,227.0,245.0,293.0,False,SOFT,16.0,False,Aston Martin,0 days 01:20:02.698000,2022-07-31 13:21:03.076,1,13.0,False,,False,True
0 days 01:22:58.130000,STR,18,0 days 00:01:28.838000,14.0,1.0,,0 days 01:22:56.439000,0 days 00:00:30.403000,0 days 00:00:31.628000,0 days 00:00:26.807000,0 days 01:21:59.707000,0 days 01:22:31.335000,0 days 01:22:58.142000,274.0,226.0,,292.0,False,SOFT,17.0,False,Aston Martin,0 days 01:21:29.292000,2022-07-31 13:22:29.670,1,15.0,False,,False,False
0 days 01:24:42.234000,STR,18,0 days 00:01:44.104000,15.0,2.0,0 days 01:23:18.197000,,0 days 00:00:48.865000,0 days 00:00:31.233000,0 days 00:00:24.006000,0 days 01:23:47.007000,0 days 01:24:18.240000,0 days 01:24:42.246000,272.0,228.0,239.0,,False,MEDIUM,2.0,False,Aston Martin,0 days 01:22:58.130000,2022-07-31 13:23:58.508,1,18.0,False,,False,False
0 days 01:26:07.275000,STR,18,0 days 00:01:25.041000,16.0,2.0,,,0 days 00:00:30.423000,0 days 00:00:30.874000,0 days 00:00:23.744000,0 days 01:25:12.669000,0 days 01:25:43.543000,0 days 01:26:07.287000,271.0,233.0,241.0,278.0,True,MEDIUM,3.0,False,Aston Martin,0 days 01:24:42.234000,2022-07-31 13:25:42.612,1,17.0,False,,False,True
0 days 01:27:33.114000,STR,18,0 days 00:01:25.839000,17.0,2.0,,,0 days 00:00:30.419000,0 days 00:00:30.957000,0 days 00:00:24.463000,0 days 01:26:37.706000,0 days 01:27:08.663000,0 days 01:27:33.126000,276.0,231.0,244.0,276.0,False,MEDIUM,4.0,False,Aston Martin,0 days 01:26:07.275000,2022-07-31 13:27:07.653,1,16.0,False,,False,True
0 days 01:28:57.617000,STR,18,0 days 00:01:24.503000,18.0,2.0,,,0 days 00:00:30.143000,0 days 00:00:30.675000,0 days 00:00:23.685000,0 days 01:28:03.269000,0 days 01:28:33.944000,0 days 01:28:57.629000,272.0,231.0,239.0,294.0,True,MEDIUM,5.0,False,Aston Martin,0 days 01:27:33.114000,2022-07-31 13:28:33.492,1,15.0,False,,False,True
0 days 01:30:22.434000,STR,18,0 days 00:01:24.817000,19.0,2.0,,,0 days 00:00:30.277000,0 days 00:00:30.784000,0 days 00:00:23.756000,0 days 01:29:27.906000,0 days 01:29:58.690000,0 days 01:30:22.446000,273.0,232.0,241.0,277.0,False,MEDIUM,6.0,False,Aston Martin,0 days 01:28:57.617000,2022-07-31 13:29:57.995,1,14.0,False,,False,True
0 days 01:31:47.194000,STR,18,0 days 00:01:24.760000,20.0,2.0,,,0 days 00:00:30.320000,0 days 00:00:30.650000,0 days 00:00:23.790000,0 days 01:30:52.766000,0 days 01:31:23.416000,0 days 01:31:47.206000,275.0,230.0,240.0,278.0,False,MEDIUM,7.0,False,Aston Martin,0 days 01:30:22.434000,2022-07-31 13:31:22.812,1,14.0,False,,False,True
0 days 01:33:11.574000,STR,18,0 days 00:01:24.380000,21.0,2.0,,,0 days 00:00:30.171000,0 days 00:00:30.542000,0 days 00:00:23.667000,0 days 01:32:17.377000,0 days 01:32:47.919000,0 days 01:33:11.586000,274.0,233.0,242.0,277.0,True,MEDIUM,8.0,False,Aston Martin,0 days 01:31:47.194000,2022-07-31 13:32:47.572,1,14.0,False,,False,True
0 days 01:34:36.212000,STR,18,0 days 00:01:24.638000,22.0,2.0,,,0 days 00:00:30.162000,0 days 00:00:30.677000,0 days 00:00:23.799000,0 days 01:33:41.748000,0 days 01:34:12.425000,0 days 01:34:36.224000,275.0,233.0,242.0,279.0,False,MEDIUM,9.0,False,Aston Martin,0 days 01:33:11.574000,2022-07-31 13:34:11.952,1,13.0,False,,False,True
0 days 01:36:00.561000,STR,18,0 days 00:01:24.349000,23.0,2.0,,,0 days 00:00:30.046000,0 days 00:00:30.679000,0 days 00:00:23.624000,0 days 01:35:06.270000,0 days 01:35:36.949000,0 days 01:36:00.573000,,235.0,242.0,278.0,True,MEDIUM,10.0,False,Aston Martin,0 days 01:34:36.212000,2022-07-31 13:35:36.590,1,13.0,False,,False,True
0 days 01:37:26.015000,STR,18,0 days 00:01:25.454000,24.0,2.0,,,0 days 00:00:29.877000,0 days 00:00:31.273000,0 days 00:00:24.304000,0 days 01:36:30.450000,0 days 01:37:01.723000,0 days 01:37:26.027000,276.0,229.0,247.0,281.0,False,MEDIUM,11.0,False,Aston Martin,0 days 01:36:00.561000,2022-07-31 13:37:00.939,1,13.0,False,,False,True
0 days 01:38:51.538000,STR,18,0 days 00:01:25.523000,25.0,2.0,,,0 days 00:00:29.996000,0 days 00:00:31.378000,0 days 00:00:24.149000,0 days 01:37:56.023000,0 days 01:38:27.401000,0 days 01:38:51.550000,277.0,230.0,248.0,299.0,False,MEDIUM,12.0,False,Aston Martin,0 days 01:37:26.015000,2022-07-31 13:38:26.393,1,13.0,False,,False,True
0 days 01:40:17.121000,STR,18,0 days 00:01:25.583000,26.0,2.0,,,0 days 00:00:30.050000,0 days 00:00:31.450000,0 days 00:00:24.083000,0 days 01:39:21.600000,0 days 01:39:53.050000,0 days 01:40:17.133000,,230.0,248.0,297.0,False,MEDIUM,13.0,False,Aston Martin,0 days 01:38:51.538000,2022-07-31 13:39:51.916,1,13.0,False,,False,True
0 days 01:41:41.829000,STR,18,0 days 00:01:24.708000,27.0,2.0,,,0 days 00:00:29.845000,0 days 00:00:31.004000,0 days 00:00:23.859000,0 days 01:40:46.978000,0 days 01:41:17.982000,0 days 01:41:41.841000,275.0,231.0,241.0,301.0,False,MEDIUM,14.0,False,Aston Martin,0 days 01:40:17.121000,2022-07-31 13:41:17.499,1,11.0,False,,False,True
